Date,Open,High,Low,Close,Adj Close,Volume
2021-12-02,53.820000,55.080002,52.770000,53.040001,51.371639,46361700
2021-12-03,53.709999,54.410000,53.099998,54.270000,52.562954,37574800
2021-12-06,53.779999,53.889999,51.250000,51.480000,49.860710,53724000
2021-12-07,51.250000,52.500000,50.400002,51.720001,50.093163,41575400
2021-12-08,52.750000,53.080002,51.029999,51.400002,49.783230,37429200
2021-12-09,51.509998,52.849998,51.509998,52.080002,50.441837,38325700
2021-12-10,51.200001,52.849998,51.110001,52.779999,51.119816,26079400
2021-12-13,53.439999,55.730000,53.439999,55.200001,53.463696,54923200
2021-12-14,54.770000,55.950001,54.320000,55.540001,53.793007,48685700
2021-12-15,56.110001,58.919998,55.889999,58.799999,56.950459,75202900
2021-12-16,58.360001,61.430000,57.750000,61.250000,59.323395,75183600
2021-12-17,59.930000,61.189999,58.700001,59.480000,57.609070,104192100
2021-12-20,60.599998,61.709999,59.830002,61.020000,59.100632,55712200
2021-12-21,60.009998,60.040001,57.160000,58.950001,57.095741,63877900
2021-12-22,59.250000,60.590000,58.220001,59.549999,57.676868,62594900
2021-12-23,59.820000,60.080002,58.310001,58.709999,56.863293,39203200
2021-12-27,58.849998,59.380001,58.230000,59.200001,57.337879,27362600
2021-12-28,59.049999,59.450001,57.080002,58.009998,56.185310,36901700
2021-12-29,57.310001,58.029999,57.070000,57.580002,55.768837,26170200
2021-12-30,57.750000,58.740002,57.529999,58.400002,56.563042,24559000
2021-12-31,58.529999,59.799999,58.439999,59.049999,57.192593,28579600
2022-01-03,58.500000,58.549999,56.340000,56.650002,54.868088,57219200
2022-01-04,56.220001,56.430000,53.939999,54.529999,52.814774,66993100
2022-01-05,55.840000,56.439999,55.369999,55.630001,53.880177,52956400
2022-01-06,55.160000,55.630001,54.490002,54.840000,53.115021,37000400
2022-01-07,55.360001,55.770000,54.630001,55.720001,53.967339,27703400
2022-01-10,55.709999,56.259998,54.740002,56.240002,54.470989,34044700
2022-01-11,56.750000,57.430000,55.810001,56.689999,54.906830,33576600
2022-01-12,56.340000,57.160000,55.900002,56.650002,54.868088,27608500
2022-01-13,56.529999,56.750000,55.220001,55.540001,53.793007,28117900
2022-01-14,54.980000,55.380001,54.509998,54.950001,53.221565,27072500
2022-01-18,54.500000,54.549999,53.430000,54.110001,52.407982,35598000
2022-01-19,53.650002,54.490002,53.450001,53.540001,51.855915,27300400
2022-01-20,53.959999,54.520000,53.070000,54.049999,52.349869,35105300
2022-01-21,54.419998,54.869999,52.459999,52.790001,51.129501,41059000
2022-01-24,51.750000,52.060001,49.820000,51.540001,49.918823,59036400
2022-01-25,51.360001,52.840000,51.240002,52.540001,50.887367,43983200
2022-01-26,52.570000,53.619999,52.459999,53.009998,51.342579,39644800
2022-01-27,53.020000,54.580002,53.000000,53.369999,52.084274,36957200
2022-01-28,53.770000,54.669998,53.099998,54.330002,53.021149,28590400
2022-01-31,54.000000,54.139999,52.389999,52.689999,51.420658,38644600
2022-02-01,52.740002,53.160000,52.389999,53.070000,51.791504,27883300
